county,date,state,vaccination_pct
Randolph,2021-04-04,Arkansas,10.4
Saline,2021-04-04,Arkansas,16.6
Scott,2021-04-04,Arkansas,12.5
Searcy,2021-04-04,Arkansas,13.8
Sebastian,2021-04-04,Arkansas,12.3
Sevier,2021-04-04,Arkansas,10.3
Sharp,2021-04-04,Arkansas,11.4
St. Francis,2021-04-04,Arkansas,17.0
Stone,2021-04-04,Arkansas,15.0
Union,2021-04-04,Arkansas,12.9
Van Buren,2021-04-04,Arkansas,15.4
Washington,2021-04-04,Arkansas,14.5
White,2021-04-04,Arkansas,13.9
Woodruff,2021-04-04,Arkansas,18.8
Yell,2021-04-04,Arkansas,15.9
Alameda,2021-04-04,California,22.6
Alpine,2021-04-04,California,
Amador,2021-04-04,California,16.9
Butte,2021-04-04,California,18.4
Calaveras,2021-04-04,California,19.9
Colusa,2021-04-04,California,13.7
Contra Costa,2021-04-04,California,22.9
Del Norte,2021-04-04,California,11.7
El Dorado,2021-04-04,California,19.0
Fresno,2021-04-04,California,15.8
Glenn,2021-04-04,California,16.3
Humboldt,2021-04-04,California,19.3
Imperial,2021-04-04,California,14.6
Inyo,2021-04-04,California,
Kern,2021-04-04,California,12.5
Kings,2021-04-04,California,9.2
Lake,2021-04-04,California,20.8
Lassen,2021-04-04,California,12.6
Los Angeles,2021-04-04,California,17.1
Madera,2021-04-04,California,14.5
Marin,2021-04-04,California,30.3
Mariposa,2021-04-04,California,
Mendocino,2021-04-04,California,27.6
Merced,2021-04-04,California,10.9
Modoc,2021-04-04,California,
Mono,2021-04-04,California,
Monterey,2021-04-04,California,14.8
Napa,2021-04-04,California,25.2
Nevada,2021-04-04,California,19.7
Orange,2021-04-04,California,16.9
Placer,2021-04-04,California,21.3
Plumas,2021-04-04,California,
Riverside,2021-04-04,California,14.6
Sacramento,2021-04-04,California,16.6
San Benito,2021-04-04,California,12.6
San Bernardino,2021-04-04,California,13.1
San Diego,2021-04-04,California,15.0
San Francisco,2021-04-04,California,23.9
San Joaquin,2021-04-04,California,13.8
San Luis Obispo,2021-04-04,California,16.1
San Mateo,2021-04-04,California,23.4
Santa Barbara,2021-04-04,California,17.5
Santa Clara,2021-04-04,California,19.0
Santa Cruz,2021-04-04,California,22.0
Shasta,2021-04-04,California,13.2
Sierra,2021-04-04,California,
Siskiyou,2021-04-04,California,20.6
Solano,2021-04-04,California,16.5
Sonoma,2021-04-04,California,23.8
Stanislaus,2021-04-04,California,13.7
Sutter,2021-04-04,California,16.8
Tehama,2021-04-04,California,10.5
Trinity,2021-04-04,California,
Tulare,2021-04-04,California,13.7
Tuolumne,2021-04-04,California,24.0
Ventura,2021-04-04,California,19.4
Yolo,2021-04-04,California,20.5
Yuba,2021-04-04,California,11.4
Adams,2021-04-04,Colorado,6.9
Alamosa,2021-04-04,Colorado,9.4
Arapahoe,2021-04-04,Colorado,8.3
Archuleta,2021-04-04,Colorado,12.6
Baca,2021-04-04,Colorado,6.2
Bent,2021-04-04,Colorado,2.9
Boulder,2021-04-04,Colorado,10.5
Broomfield,2021-04-04,Colorado,10.8
Chaffee,2021-04-04,Colorado,12.3
Cheyenne,2021-04-04,Colorado,4.5
Clear Creek,2021-04-04,Colorado,8.2
Conejos,2021-04-04,Colorado,12.2
Costilla,2021-04-04,Colorado,15.3
Crowley,2021-04-04,Colorado,3.4
Custer,2021-04-04,Colorado,8.4
Delta,2021-04-04,Colorado,11.2
Denver,2021-04-04,Colorado,8.2
Dolores,2021-04-04,Colorado,10.4
Douglas,2021-04-04,Colorado,10.0
Eagle,2021-04-04,Colorado,14.1
El Paso,2021-04-04,Colorado,11.8
Elbert,2021-04-04,Colorado,7.1
Fremont,2021-04-04,Colorado,8.7
Garfield,2021-04-04,Colorado,8.5
Gilpin,2021-04-04,Colorado,9.4
Grand,2021-04-04,Colorado,8.8
Gunnison,2021-04-04,Colorado,14.0
Hinsdale,2021-04-04,Colorado,15.0
Huerfano,2021-04-04,Colorado,11.7
Jackson,2021-04-04,Colorado,7.5
Jefferson,2021-04-04,Colorado,11.2
Kiowa,2021-04-04,Colorado,5.9
Kit Carson,2021-04-04,Colorado,6.8
La Plata,2021-04-04,Colorado,19.6
Lake,2021-04-04,Colorado,9.1
Larimer,2021-04-04,Colorado,10.8
Las Animas,2021-04-04,Colorado,10.7
Lincoln,2021-04-04,Colorado,8.3
Logan,2021-04-04,Colorado,6.5
Mesa,2021-04-04,Colorado,13.5
Mineral,2021-04-04,Colorado,12.5
Moffat,2021-04-04,Colorado,4.2
Montezuma,2021-04-04,Colorado,17.1
Montrose,2021-04-04,Colorado,16.7
Morgan,2021-04-04,Colorado,8.4
Otero,2021-04-04,Colorado,8.3
Ouray,2021-04-04,Colorado,23.9
Park,2021-04-04,Colorado,9.7
Phillips,2021-04-04,Colorado,6.7
Pitkin,2021-04-04,Colorado,11.0
Prowers,2021-04-04,Colorado,6.3
Pueblo,2021-04-04,Colorado,8.8
Rio Blanco,2021-04-04,Colorado,6.3
Rio Grande,2021-04-04,Colorado,14.4
Routt,2021-04-04,Colorado,14.1
Saguache,2021-04-04,Colorado,4.7
San Juan,2021-04-04,Colorado,7.6
San Miguel,2021-04-04,Colorado,19.5
Sedgwick,2021-04-04,Colorado,8.9
Summit,2021-04-04,Colorado,15.8
Teller,2021-04-04,Colorado,8.7
Washington,2021-04-04,Colorado,5.0
Weld,2021-04-04,Colorado,7.6
Yuma,2021-04-04,Colorado,5.4
Fairfield,2021-04-04,Connecticut,19.8
Hartford,2021-04-04,Connecticut,22.7
Litchfield,2021-04-04,Connecticut,24.2
Middlesex,2021-04-04,Connecticut,28.5
New Haven,2021-04-04,Connecticut,23.4
New London,2021-04-04,Connecticut,25.7
Tolland,2021-04-04,Connecticut,21.9
Windham,2021-04-04,Connecticut,20.8
Kent,2021-04-04,Delaware,14.3
New Castle,2021-04-04,Delaware,16.0
Sussex,2021-04-04,Delaware,23.6
District of Columbia,2021-04-04,District of Columbia,15.0
Alachua,2021-04-04,Florida,22.3
Baker,2021-04-04,Florida,10.1
Bay,2021-04-04,Florida,16.2
Bradford,2021-04-04,Florida,11.9
Brevard,2021-04-04,Florida,17.8
Broward,2021-04-04,Florida,17.0
Calhoun,2021-04-04,Florida,13.5
Charlotte,2021-04-04,Florida,24.5
Citrus,2021-04-04,Florida,21.6
Clay,2021-04-04,Florida,13.8
Collier,2021-04-04,Florida,24.0
Columbia,2021-04-04,Florida,13.9
DeSoto,2021-04-04,Florida,11.0
Dixie,2021-04-04,Florida,12.4
Duval,2021-04-04,Florida,17.5
Escambia,2021-04-04,Florida,17.3
Flagler,2021-04-04,Florida,23.1
Franklin,2021-04-04,Florida,20.3
Gadsden,2021-04-04,Florida,18.8
Gilchrist,2021-04-04,Florida,12.6
Glades,2021-04-04,Florida,9.8
Gulf,2021-04-04,Florida,19.2
Hamilton,2021-04-04,Florida,12.1
Hardee,2021-04-04,Florida,9.3
Hendry,2021-04-04,Florida,9.8
Hernando,2021-04-04,Florida,17.4
Highlands,2021-04-04,Florida,16.0
Hillsborough,2021-04-04,Florida,14.3
Holmes,2021-04-04,Florida,11.1
Indian River,2021-04-04,Florida,24.8
Jackson,2021-04-04,Florida,16.5
Jefferson,2021-04-04,Florida,27.2
Lafayette,2021-04-04,Florida,14.2
Lake,2021-04-04,Florida,22.4
Lee,2021-04-04,Florida,18.3
Leon,2021-04-04,Florida,17.8
Levy,2021-04-04,Florida,14.0
Liberty,2021-04-04,Florida,12.2
Madison,2021-04-04,Florida,16.8
Manatee,2021-04-04,Florida,17.6
Marion,2021-04-04,Florida,19.3
Martin,2021-04-04,Florida,24.7
Miami-Dade,2021-04-04,Florida,17.4
Monroe,2021-04-04,Florida,20.5
Nassau,2021-04-04,Florida,22.8
Okaloosa,2021-04-04,Florida,17.5
Okeechobee,2021-04-04,Florida,13.6
Orange,2021-04-04,Florida,14.1
Osceola,2021-04-04,Florida,12.8
Palm Beach,2021-04-04,Florida,20.5
Pasco,2021-04-04,Florida,16.0
Pinellas,2021-04-04,Florida,20.3
Polk,2021-04-04,Florida,13.1
Putnam,2021-04-04,Florida,12.3
Santa Rosa,2021-04-04,Florida,15.4
Sarasota,2021-04-04,Florida,24.1
Seminole,2021-04-04,Florida,15.5
St. Johns,2021-04-04,Florida,25.2
St. Lucie,2021-04-04,Florida,18.1
Sumter,2021-04-04,Florida,45.5
Suwannee,2021-04-04,Florida,13.7
Taylor,2021-04-04,Florida,13.2
Union,2021-04-04,Florida,9.5
Volusia,2021-04-04,Florida,19.2
Wakulla,2021-04-04,Florida,16.3
Walton,2021-04-04,Florida,15.9
Washington,2021-04-04,Florida,10.1
Appling,2021-04-04,Georgia,2.3
Atkinson,2021-04-04,Georgia,1.7
Bacon,2021-04-04,Georgia,1.5
Baker,2021-04-04,Georgia,12.8
Baldwin,2021-04-04,Georgia,1.7
Banks,2021-04-04,Georgia,2.4
Barrow,2021-04-04,Georgia,3.7
Bartow,2021-04-04,Georgia,2.5
Ben Hill,2021-04-04,Georgia,2.4
Berrien,2021-04-04,Georgia,6.1
Bibb,2021-04-04,Georgia,6.0
Bleckley,2021-04-04,Georgia,1.5
Brantley,2021-04-04,Georgia,2.7
Brooks,2021-04-04,Georgia,12.4
Bryan,2021-04-04,Georgia,10.6
Bulloch,2021-04-04,Georgia,9.2
Burke,2021-04-04,Georgia,11.2
Butts,2021-04-04,Georgia,2.0
Calhoun,2021-04-04,Georgia,4.8
Camden,2021-04-04,Georgia,15.5
Candler,2021-04-04,Georgia,3.3
Carroll,2021-04-04,Georgia,5.4
Catoosa,2021-04-04,Georgia,2.8
Charlton,2021-04-04,Georgia,1.5
Chatham,2021-04-04,Georgia,17.4
Chattahoochee,2021-04-04,Georgia,71.8
Chattooga,2021-04-04,Georgia,1.8
Cherokee,2021-04-04,Georgia,8.2
Clarke,2021-04-04,Georgia,8.6
Clay,2021-04-04,Georgia,7.9
Clayton,2021-04-04,Georgia,2.5
Clinch,2021-04-04,Georgia,10.3
Cobb,2021-04-04,Georgia,9.1
Coffee,2021-04-04,Georgia,8.6
Colquitt,2021-04-04,Georgia,2.7
Columbia,2021-04-04,Georgia,7.9
Cook,2021-04-04,Georgia,14.2
Coweta,2021-04-04,Georgia,6.6
Crawford,2021-04-04,Georgia,5.0
Crisp,2021-04-04,Georgia,4.0
Dade,2021-04-04,Georgia,4.3
Dawson,2021-04-04,Georgia,1.3
Decatur,2021-04-04,Georgia,12.7
DeKalb,2021-04-04,Georgia,7.0
Dodge,2021-04-04,Georgia,1.8
Dooly,2021-04-04,Georgia,4.5
Dougherty,2021-04-04,Georgia,3.6
Douglas,2021-04-04,Georgia,5.2
Early,2021-04-04,Georgia,3.5
Echols,2021-04-04,Georgia,2.9
Effingham,2021-04-04,Georgia,6.5
Elbert,2021-04-04,Georgia,5.3
Emanuel,2021-04-04,Georgia,8.5
Evans,2021-04-04,Georgia,5.3
Fannin,2021-04-04,Georgia,6.4
Fayette,2021-04-04,Georgia,9.9
Floyd,2021-04-04,Georgia,1.8
Forsyth,2021-04-04,Georgia,3.7
Franklin,2021-04-04,Georgia,1.3
Fulton,2021-04-04,Georgia,6.3
Gilmer,2021-04-04,Georgia,2.4
Glascock,2021-04-04,Georgia,3.6
Glynn,2021-04-04,Georgia,21.4
Gordon,2021-04-04,Georgia,0.7
Grady,2021-04-04,Georgia,3.3
Greene,2021-04-04,Georgia,18.0
Gwinnett,2021-04-04,Georgia,5.3
Habersham,2021-04-04,Georgia,3.7
Hall,2021-04-04,Georgia,6.3
Hancock,2021-04-04,Georgia,1.7
Haralson,2021-04-04,Georgia,3.0
Harris,2021-04-04,Georgia,5.7
Hart,2021-04-04,Georgia,10.0
Heard,2021-04-04,Georgia,2.5
Henry,2021-04-04,Georgia,4.3
Houston,2021-04-04,Georgia,10.4
Irwin,2021-04-04,Georgia,3.2
Jackson,2021-04-04,Georgia,7.5
Jasper,2021-04-04,Georgia,4.0
Jeff Davis,2021-04-04,Georgia,1.6
Jefferson,2021-04-04,Georgia,8.7
Jenkins,2021-04-04,Georgia,6.5
Johnson,2021-04-04,Georgia,2.4
Jones,2021-04-04,Georgia,7.1
Lamar,2021-04-04,Georgia,2.8
Lanier,2021-04-04,Georgia,3.2
Laurens,2021-04-04,Georgia,8.1
Lee,2021-04-04,Georgia,1.7
Liberty,2021-04-04,Georgia,15.5
Lincoln,2021-04-04,Georgia,4.0
Long,2021-04-04,Georgia,0.9
Lowndes,2021-04-04,Georgia,8.7
Lumpkin,2021-04-04,Georgia,0.7
Macon,2021-04-04,Georgia,3.2
Madison,2021-04-04,Georgia,5.2
Marion,2021-04-04,Georgia,2.4
McDuffie,2021-04-04,Georgia,3.5
McIntosh,2021-04-04,Georgia,16.1
Meriwether,2021-04-04,Georgia,6.2
Miller,2021-04-04,Georgia,4.4
Mitchell,2021-04-04,Georgia,3.6
Monroe,2021-04-04,Georgia,1.5
Montgomery,2021-04-04,Georgia,6.0
Morgan,2021-04-04,Georgia,7.8
Murray,2021-04-04,Georgia,1.6
Muscogee,2021-04-04,Georgia,8.8
Newton,2021-04-04,Georgia,2.7
Oconee,2021-04-04,Georgia,10.0
Oglethorpe,2021-04-04,Georgia,9.2
Paulding,2021-04-04,Georgia,4.0
Peach,2021-04-04,Georgia,1.8
Pickens,2021-04-04,Georgia,3.8
Pierce,2021-04-04,Georgia,8.4
Pike,2021-04-04,Georgia,2.7
Polk,2021-04-04,Georgia,0.8
Pulaski,2021-04-04,Georgia,2.5
Putnam,2021-04-04,Georgia,2.7
Quitman,2021-04-04,Georgia,4.5
Rabun,2021-04-04,Georgia,9.9
Randolph,2021-04-04,Georgia,2.1
Richmond,2021-04-04,Georgia,11.3
Rockdale,2021-04-04,Georgia,1.8
Schley,2021-04-04,Georgia,2.0
Screven,2021-04-04,Georgia,11.9
Seminole,2021-04-04,Georgia,1.6
Spalding,2021-04-04,Georgia,2.4
Stephens,2021-04-04,Georgia,0.9
Stewart,2021-04-04,Georgia,5.7
Sumter,2021-04-04,Georgia,12.3
Talbot,2021-04-04,Georgia,9.0
Taliaferro,2021-04-04,Georgia,4.9
Tattnall,2021-04-04,Georgia,2.1
Taylor,2021-04-04,Georgia,9.7
Telfair,2021-04-04,Georgia,5.6
Terrell,2021-04-04,Georgia,3.8
Thomas,2021-04-04,Georgia,6.5
Tift,2021-04-04,Georgia,7.1
Toombs,2021-04-04,Georgia,3.0
Towns,2021-04-04,Georgia,1.7
Treutlen,2021-04-04,Georgia,2.6
Troup,2021-04-04,Georgia,4.1
Turner,2021-04-04,Georgia,5.2
Twiggs,2021-04-04,Georgia,1.4
Union,2021-04-04,Georgia,2.6
Upson,2021-04-04,Georgia,13.7
Walker,2021-04-04,Georgia,6.2
Walton,2021-04-04,Georgia,5.8
Ware,2021-04-04,Georgia,7.1
Warren,2021-04-04,Georgia,2.5
Washington,2021-04-04,Georgia,3.2
Wayne,2021-04-04,Georgia,11.4
Webster,2021-04-04,Georgia,4.0
Wheeler,2021-04-04,Georgia,2.3
White,2021-04-04,Georgia,1.2
Whitfield,2021-04-04,Georgia,5.0
Wilcox,2021-04-04,Georgia,2.7
Wilkes,2021-04-04,Georgia,4.4
Wilkinson,2021-04-04,Georgia,5.5
Worth,2021-04-04,Georgia,3.2
Hawaii,2021-04-04,Hawaii,
Honolulu,2021-04-04,Hawaii,
Kalawao,2021-04-04,Hawaii,
Kauai,2021-04-04,Hawaii,
Maui,2021-04-04,Hawaii,
Ada,2021-04-04,Idaho,21.7
Adams,2021-04-04,Idaho,17.3
Bannock,2021-04-04,Idaho,18.0
Bear Lake,2021-04-04,Idaho,20.8
Benewah,2021-04-04,Idaho,21.7
Bingham,2021-04-04,Idaho,16.4
Blaine,2021-04-04,Idaho,29.5
Boise,2021-04-04,Idaho,14.2
Bonner,2021-04-04,Idaho,19.3
Bonneville,2021-04-04,Idaho,16.2
Boundary,2021-04-04,Idaho,15.4
Butte,2021-04-04,Idaho,20.6
Camas,2021-04-04,Idaho,15.8
Canyon,2021-04-04,Idaho,13.1
Caribou,2021-04-04,Idaho,13.1
Cassia,2021-04-04,Idaho,10.9
Clark,2021-04-04,Idaho,9.6
Clearwater,2021-04-04,Idaho,16.7
Custer,2021-04-04,Idaho,21.0
Elmore,2021-04-04,Idaho,14.3
Franklin,2021-04-04,Idaho,14.4
Fremont,2021-04-04,Idaho,14.7
Gem,2021-04-04,Idaho,16.0
Gooding,2021-04-04,Idaho,12.9
Idaho,2021-04-04,Idaho,13.9
Jefferson,2021-04-04,Idaho,12.3
Jerome,2021-04-04,Idaho,12.4
Kootenai,2021-04-04,Idaho,19.7
Latah,2021-04-04,Idaho,20.1
Lemhi,2021-04-04,Idaho,22.2
Lewis,2021-04-04,Idaho,22.7
Lincoln,2021-04-04,Idaho,11.5
Madison,2021-04-04,Idaho,10.9
Minidoka,2021-04-04,Idaho,11.3
Nez Perce,2021-04-04,Idaho,21.2
Oneida,2021-04-04,Idaho,18.3
Owyhee,2021-04-04,Idaho,10.7
Payette,2021-04-04,Idaho,12.8
Power,2021-04-04,Idaho,19.9
Shoshone,2021-04-04,Idaho,22.2
Teton,2021-04-04,Idaho,19.2
Twin Falls,2021-04-04,Idaho,15.6
Valley,2021-04-04,Idaho,26.5
Washington,2021-04-04,Idaho,15.0
Adams,2021-04-04,Illinois,30.3
Alexander,2021-04-04,Illinois,12.0
Bond,2021-04-04,Illinois,20.0
Boone,2021-04-04,Illinois,16.6
Brown,2021-04-04,Illinois,17.3
Bureau,2021-04-04,Illinois,17.5
Calhoun,2021-04-04,Illinois,30.8
Carroll,2021-04-04,Illinois,21.7
Cass,2021-04-04,Illinois,26.0
Champaign,2021-04-04,Illinois,24.3
Christian,2021-04-04,Illinois,18.3
Clark,2021-04-04,Illinois,15.1
Clay,2021-04-04,Illinois,19.2
Clinton,2021-04-04,Illinois,21.0
Coles,2021-04-04,Illinois,15.8
Cook,2021-04-04,Illinois,16.9
Crawford,2021-04-04,Illinois,21.3
Cumberland,2021-04-04,Illinois,16.1
De Witt,2021-04-04,Illinois,19.0
DeKalb,2021-04-04,Illinois,13.0
Douglas,2021-04-04,Illinois,16.0
DuPage,2021-04-04,Illinois,18.8
Edgar,2021-04-04,Illinois,15.2
Edwards,2021-04-04,Illinois,20.3
Effingham,2021-04-04,Illinois,16.1
Fayette,2021-04-04,Illinois,13.1
Ford,2021-04-04,Illinois,20.9
Franklin,2021-04-04,Illinois,15.9
Fulton,2021-04-04,Illinois,20.3
Gallatin,2021-04-04,Illinois,23.9
Greene,2021-04-04,Illinois,22.7
Grundy,2021-04-04,Illinois,13.8
Hamilton,2021-04-04,Illinois,18.0
Hancock,2021-04-04,Illinois,23.6
Hardin,2021-04-04,Illinois,18.5
Henderson,2021-04-04,Illinois,16.6
Henry,2021-04-04,Illinois,19.9
Iroquois,2021-04-04,Illinois,18.8
Jackson,2021-04-04,Illinois,26.2
Jasper,2021-04-04,Illinois,16.0
Jefferson,2021-04-04,Illinois,18.1
Jersey,2021-04-04,Illinois,22.8
Jo Daviess,2021-04-04,Illinois,27.0
Johnson,2021-04-04,Illinois,16.0
Kane,2021-04-04,Illinois,15.5
Kankakee,2021-04-04,Illinois,12.9
Kendall,2021-04-04,Illinois,16.4
Knox,2021-04-04,Illinois,20.3
Lake,2021-04-04,Illinois,16.7
LaSalle,2021-04-04,Illinois,15.2
Lawrence,2021-04-04,Illinois,17.6
Lee,2021-04-04,Illinois,15.1
Livingston,2021-04-04,Illinois,15.7
Logan,2021-04-04,Illinois,22.2
Macon,2021-04-04,Illinois,16.4
Macoupin,2021-04-04,Illinois,21.6
Madison,2021-04-04,Illinois,22.3
Marion,2021-04-04,Illinois,15.0
Marshall,2021-04-04,Illinois,19.2
Mason,2021-04-04,Illinois,21.7
Massac,2021-04-04,Illinois,11.7
McDonough,2021-04-04,Illinois,18.7
McHenry,2021-04-04,Illinois,14.9
McLean,2021-04-04,Illinois,14.8
Menard,2021-04-04,Illinois,24.4
Mercer,2021-04-04,Illinois,21.9
Monroe,2021-04-04,Illinois,19.9
Montgomery,2021-04-04,Illinois,16.4
Morgan,2021-04-04,Illinois,21.5
Moultrie,2021-04-04,Illinois,17.4
Ogle,2021-04-04,Illinois,17.0
Peoria,2021-04-04,Illinois,22.3
Perry,2021-04-04,Illinois,17.8
Piatt,2021-04-04,Illinois,26.9
Pike,2021-04-04,Illinois,20.4
Pope,2021-04-04,Illinois,14.3
Pulaski,2021-04-04,Illinois,15.6
Putnam,2021-04-04,Illinois,23.2
Randolph,2021-04-04,Illinois,18.8
Richland,2021-04-04,Illinois,21.5
Rock Island,2021-04-04,Illinois,19.9
Saline,2021-04-04,Illinois,21.9
Sangamon,2021-04-04,Illinois,26.3
Schuyler,2021-04-04,Illinois,30.0
Scott,2021-04-04,Illinois,20.9
Shelby,2021-04-04,Illinois,16.7
St. Clair,2021-04-04,Illinois,22.3
Stark,2021-04-04,Illinois,19.4
Stephenson,2021-04-04,Illinois,21.8
Tazewell,2021-04-04,Illinois,21.1
Union,2021-04-04,Illinois,25.5
Vermilion,2021-04-04,Illinois,16.3
Wabash,2021-04-04,Illinois,23.4
Warren,2021-04-04,Illinois,19.1
Washington,2021-04-04,Illinois,25.0
Wayne,2021-04-04,Illinois,22.0
White,2021-04-04,Illinois,20.9
Whiteside,2021-04-04,Illinois,17.2
Will,2021-04-04,Illinois,14.9
Williamson,2021-04-04,Illinois,22.1
Winnebago,2021-04-04,Illinois,17.5
Woodford,2021-04-04,Illinois,20.5
Adams,2021-04-04,Indiana,15.6
Allen,2021-04-04,Indiana,15.9
Bartholomew,2021-04-04,Indiana,17.9
Benton,2021-04-04,Indiana,12.7
Blackford,2021-04-04,Indiana,18.7
Boone,2021-04-04,Indiana,23.2
Brown,2021-04-04,Indiana,20.0
Carroll,2021-04-04,Indiana,11.8
Cass,2021-04-04,Indiana,14.9
Clark,2021-04-04,Indiana,24.5
Clay,2021-04-04,Indiana,20.5
Clinton,2021-04-04,Indiana,16.4
Crawford,2021-04-04,Indiana,14.4
Daviess,2021-04-04,Indiana,13.8
Dearborn,2021-04-04,Indiana,17.4
Decatur,2021-04-04,Indiana,21.2
DeKalb,2021-04-04,Indiana,15.4
Delaware,2021-04-04,Indiana,18.7
Dubois,2021-04-04,Indiana,21.2
Elkhart,2021-04-04,Indiana,14.7
Fayette,2021-04-04,Indiana,18.4
Floyd,2021-04-04,Indiana,23.8
Fountain,2021-04-04,Indiana,17.6
Franklin,2021-04-04,Indiana,11.6
Fulton,2021-04-04,Indiana,14.9
Gibson,2021-04-04,Indiana,19.3
Grant,2021-04-04,Indiana,17.6
Greene,2021-04-04,Indiana,15.9
Hamilton,2021-04-04,Indiana,21.9
Hancock,2021-04-04,Indiana,23.2
Harrison,2021-04-04,Indiana,20.7
Hendricks,2021-04-04,Indiana,23.7
Henry,2021-04-04,Indiana,18.9
Howard,2021-04-04,Indiana,15.6
Huntington,2021-04-04,Indiana,20.5
Jackson,2021-04-04,Indiana,16.8
Jasper,2021-04-04,Indiana,15.1
Jay,2021-04-04,Indiana,16.1
Jefferson,2021-04-04,Indiana,20.4
Jennings,2021-04-04,Indiana,14.4
Johnson,2021-04-04,Indiana,18.4
Knox,2021-04-04,Indiana,26.3
Kosciusko,2021-04-04,Indiana,13.6
LaGrange,2021-04-04,Indiana,9.8
Lake,2021-04-04,Indiana,15.9
LaPorte,2021-04-04,Indiana,18.2
Lawrence,2021-04-04,Indiana,18.4
Madison,2021-04-04,Indiana,18.6
Marion,2021-04-04,Indiana,16.2
Marshall,2021-04-04,Indiana,16.1
Martin,2021-04-04,Indiana,18.9
Miami,2021-04-04,Indiana,14.4
Monroe,2021-04-04,Indiana,16.3
Montgomery,2021-04-04,Indiana,15.3
Morgan,2021-04-04,Indiana,17.7
Newton,2021-04-04,Indiana,10.7
Noble,2021-04-04,Indiana,14.0
Ohio,2021-04-04,Indiana,27.7
Orange,2021-04-04,Indiana,24.3
Owen,2021-04-04,Indiana,14.0
Parke,2021-04-04,Indiana,14.9
Perry,2021-04-04,Indiana,19.7
Pike,2021-04-04,Indiana,25.0
Porter,2021-04-04,Indiana,18.7
Posey,2021-04-04,Indiana,21.4
Pulaski,2021-04-04,Indiana,18.9
Putnam,2021-04-04,Indiana,15.1
Randolph,2021-04-04,Indiana,20.5
Ripley,2021-04-04,Indiana,19.4
Rush,2021-04-04,Indiana,22.6
Scott,2021-04-04,Indiana,16.4
Shelby,2021-04-04,Indiana,20.2
Spencer,2021-04-04,Indiana,18.0
St. Joseph,2021-04-04,Indiana,20.6
Starke,2021-04-04,Indiana,14.1
Steuben,2021-04-04,Indiana,23.6
Sullivan,2021-04-04,Indiana,17.4
Switzerland,2021-04-04,Indiana,11.6
Tippecanoe,2021-04-04,Indiana,13.4
Tipton,2021-04-04,Indiana,15.7
Union,2021-04-04,Indiana,20.7
Vanderburgh,2021-04-04,Indiana,25.3
Vermillion,2021-04-04,Indiana,17.9
Vigo,2021-04-04,Indiana,20.5
Wabash,2021-04-04,Indiana,18.8
Warren,2021-04-04,Indiana,17.3
Warrick,2021-04-04,Indiana,26.2
Washington,2021-04-04,Indiana,15.7
Wayne,2021-04-04,Indiana,22.5
Wells,2021-04-04,Indiana,17.2
White,2021-04-04,Indiana,20.0
Whitley,2021-04-04,Indiana,18.1
Adair,2021-04-04,Iowa,18.3
Adams,2021-04-04,Iowa,23.8
Allamakee,2021-04-04,Iowa,24.3
Appanoose,2021-04-04,Iowa,18.2
Audubon,2021-04-04,Iowa,27.1
Benton,2021-04-04,Iowa,22.2
Black Hawk,2021-04-04,Iowa,21.5
Boone,2021-04-04,Iowa,22.9
Bremer,2021-04-04,Iowa,23.7
Buchanan,2021-04-04,Iowa,21.1
Buena Vista,2021-04-04,Iowa,26.9
Butler,2021-04-04,Iowa,25.6
Calhoun,2021-04-04,Iowa,25.9
Carroll,2021-04-04,Iowa,26.7
Cass,2021-04-04,Iowa,27.3
Cedar,2021-04-04,Iowa,23.7
Cerro Gordo,2021-04-04,Iowa,25.6
Cherokee,2021-04-04,Iowa,24.4
Chickasaw,2021-04-04,Iowa,22.0
Clarke,2021-04-04,Iowa,20.3
Clay,2021-04-04,Iowa,20.3
Clayton,2021-04-04,Iowa,23.2
Clinton,2021-04-04,Iowa,18.2
Crawford,2021-04-04,Iowa,22.9
Dallas,2021-04-04,Iowa,17.4
Davis,2021-04-04,Iowa,16.5
Decatur,2021-04-04,Iowa,14.7
Delaware,2021-04-04,Iowa,19.7
Des Moines,2021-04-04,Iowa,22.0
Dickinson,2021-04-04,Iowa,24.1
Dubuque,2021-04-04,Iowa,25.8
Emmet,2021-04-04,Iowa,19.7
Fayette,2021-04-04,Iowa,24.1
Floyd,2021-04-04,Iowa,21.4
Franklin,2021-04-04,Iowa,20.3
Fremont,2021-04-04,Iowa,22.1
Greene,2021-04-04,Iowa,22.1
Grundy,2021-04-04,Iowa,24.2
Guthrie,2021-04-04,Iowa,22.4
Hamilton,2021-04-04,Iowa,24.0
Hancock,2021-04-04,Iowa,20.9
Hardin,2021-04-04,Iowa,23.0
Harrison,2021-04-04,Iowa,18.6
Henry,2021-04-04,Iowa,16.2
Howard,2021-04-04,Iowa,18.9
Humboldt,2021-04-04,Iowa,19.0
Ida,2021-04-04,Iowa,20.8
Iowa,2021-04-04,Iowa,25.3
Jackson,2021-04-04,Iowa,22.8
Jasper,2021-04-04,Iowa,19.5
Jefferson,2021-04-04,Iowa,14.7
Johnson,2021-04-04,Iowa,26.3
Jones,2021-04-04,Iowa,20.3
Keokuk,2021-04-04,Iowa,18.9
Kossuth,2021-04-04,Iowa,21.1
Lee,2021-04-04,Iowa,18.5
Linn,2021-04-04,Iowa,21.7
Louisa,2021-04-04,Iowa,22.7
